word,normalized_word,chunks,phonics,rule_tags,status,confidence,review_note
telephone,telephone,t|e|l|e|ph|o|n|e,/t/|待复核|/l/|待复核|/f/|待复核|/n/|silent,letter:t|letter:e|letter:l|letter:e|grapheme:ph|letter:o|letter:n|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
telescope,telescope,t|e|l|e|s|c|o|p|e,/t/|待复核|/l/|待复核|待复核|待复核|待复核|/p/|silent,letter:t|letter:e|letter:l|letter:e|letter:s|letter:c|letter:o|letter:p|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
television set,televisionset,t|e|l|e|v|i|s|i|o|n|s|e|t,/t/|待复核|/l/|待复核|/v/|待复核|待复核|待复核|待复核|/n/|待复核|待复核|/t/,letter:t|letter:e|letter:l|letter:e|letter:v|letter:i|letter:s|letter:i|letter:o|letter:n|letter:s|letter:e|letter:t,needs_review,low,含多音字母或多音字母组合，需教研确认
tellthe truth,tellthetruth,t|e|l|l|th|e|t|r|u|th,/t/|待复核|/l/|/l/|待复核|待复核|/t/|/r/|待复核|待复核,letter:t|letter:e|letter:l|letter:l|grapheme:th|letter:e|letter:t|letter:r|letter:u|grapheme:th,needs_review,low,含多音字母或多音字母组合，需教研确认
"tell,think,understand,warn,wish",tellthinkunderstandwarnwish,t|e|l|l|th|i|n|k|u|n|d|er|s|t|a|n|d|w|ar|n|w|i|sh,/t/|待复核|/l/|/l/|待复核|待复核|/n/|/k/|待复核|/n/|/d/|/ə/|待复核|/t/|待复核|/n/|/d/|/w/|/ɑː/|/n/|/w/|待复核|/ʃ/,letter:t|letter:e|letter:l|letter:l|grapheme:th|letter:i|letter:n|letter:k|letter:u|letter:n|letter:d|grapheme:er|letter:s|letter:t|letter:a|letter:n|letter:d|letter:w|grapheme:ar|letter:n|letter:w|letter:i|grapheme:sh,needs_review,low,含多音字母或多音字母组合，需教研确认
temper,temper,t|e|m|p|er,/t/|待复核|/m/|/p/|/ə/,letter:t|letter:e|letter:m|letter:p|grapheme:er,needs_review,low,含多音字母或多音字母组合，需教研确认
temperate,temperate,t|e|m|p|er|a|t|e,/t/|待复核|/m/|/p/|/ə/|待复核|/t/|silent,letter:t|letter:e|letter:m|letter:p|grapheme:er|letter:a|letter:t|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
temperature,temperature,t|e|m|p|er|a|t|ur|e,/t/|待复核|/m/|/p/|/ə/|待复核|/t/|/ɜː/|silent,letter:t|letter:e|letter:m|letter:p|grapheme:er|letter:a|letter:t|grapheme:ur|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
tempest,tempest,t|e|m|p|e|s|t,/t/|待复核|/m/|/p/|待复核|待复核|/t/,letter:t|letter:e|letter:m|letter:p|letter:e|letter:s|letter:t,needs_review,low,含多音字母或多音字母组合，需教研确认
temple,temple,t|e|m|p|l|e,/t/|待复核|/m/|/p/|/l/|silent,letter:t|letter:e|letter:m|letter:p|letter:l|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
tend,tend,t|e|n|d,/t/|待复核|/n/|/d/,letter:t|letter:e|letter:n|letter:d,needs_review,low,含多音字母或多音字母组合，需教研确认
tennis,tennis,t|e|n|n|i|s,/t/|待复核|/n/|/n/|待复核|待复核,letter:t|letter:e|letter:n|letter:n|letter:i|letter:s,needs_review,low,含多音字母或多音字母组合，需教研确认
tense,tense,t|e|n|s|e,/t/|待复核|/n/|待复核|silent,letter:t|letter:e|letter:n|letter:s|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
tent,tent,t|e|n|t,/t/|待复核|/n/|/t/,letter:t|letter:e|letter:n|letter:t,needs_review,low,含多音字母或多音字母组合，需教研确认
tenth,tenth,t|e|n|th,/t/|待复核|/n/|待复核,letter:t|letter:e|letter:n|grapheme:th,needs_review,low,含多音字母或多音字母组合，需教研确认
Teresa,teresa,t|er|e|s|a,/t/|/ə/|待复核|待复核|待复核,letter:t|grapheme:er|letter:e|letter:s|letter:a,needs_review,low,含多音字母或多音字母组合，需教研确认
term,term,t|er|m,/t/|/ə/|/m/,letter:t|grapheme:er|letter:m,candidate,medium,规则候选，需抽检后改为 reviewed
terrace,terrace,t|er|r|a|c|e,/t/|/ə/|/r/|待复核|待复核|silent,letter:t|grapheme:er|letter:r|letter:a|letter:c|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
terrible,terrible,t|er|r|i|b|l|e,/t/|/ə/|/r/|待复核|/b/|/l/|silent,letter:t|grapheme:er|letter:r|letter:i|letter:b|letter:l|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
terribly,terribly,t|er|r|i|b|l|y,/t/|/ə/|/r/|待复核|/b/|/l/|待复核,letter:t|grapheme:er|letter:r|letter:i|letter:b|letter:l|letter:y,needs_review,low,含多音字母或多音字母组合，需教研确认
test,test,t|e|s|t,/t/|待复核|待复核|/t/,letter:t|letter:e|letter:s|letter:t,needs_review,low,含多音字母或多音字母组合，需教研确认
text,text,t|e|x|t,/t/|待复核|/ks/|/t/,letter:t|letter:e|letter:x|letter:t,needs_review,low,含多音字母或多音字母组合，需教研确认
textbook,textbook,t|e|x|t|b|oo|k,/t/|待复核|/ks/|/t/|/b/|待复核|/k/,letter:t|letter:e|letter:x|letter:t|letter:b|grapheme:oo|letter:k,needs_review,low,含多音字母或多音字母组合，需教研确认
text message(,textmessage,t|e|x|t|m|e|s|s|a|g|e,/t/|待复核|/ks/|/t/|/m/|待复核|待复核|待复核|待复核|待复核|silent,letter:t|letter:e|letter:x|letter:t|letter:m|letter:e|letter:s|letter:s|letter:a|letter:g|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
Thai,thai,th|ai,待复核|/eɪ/,grapheme:th|grapheme:ai,needs_review,low,含多音字母或多音字母组合，需教研确认
Thames,thames,th|a|m|e|s,待复核|待复核|/m/|待复核|待复核,grapheme:th|letter:a|letter:m|letter:e|letter:s,needs_review,low,含多音字母或多音字母组合，需教研确认
than,than,th|a|n,待复核|待复核|/n/,grapheme:th|letter:a|letter:n,needs_review,low,含多音字母或多音字母组合，需教研确认
thankful,thankful,th|a|n|k|f|u|l,待复核|待复核|/n/|/k/|/f/|待复核|/l/,grapheme:th|letter:a|letter:n|letter:k|letter:f|letter:u|letter:l,needs_review,low,含多音字母或多音字母组合，需教研确认
thankfully,thankfully,th|a|n|k|f|u|l|l|y,待复核|待复核|/n/|/k/|/f/|待复核|/l/|/l/|待复核,grapheme:th|letter:a|letter:n|letter:k|letter:f|letter:u|letter:l|letter:l|letter:y,needs_review,low,含多音字母或多音字母组合，需教研确认
thank goodness,thankgoodness,th|a|n|k|g|oo|d|n|e|s|s,待复核|待复核|/n/|/k/|待复核|待复核|/d/|/n/|待复核|待复核|待复核,grapheme:th|letter:a|letter:n|letter:k|letter:g|grapheme:oo|letter:d|letter:n|letter:e|letter:s|letter:s,needs_review,low,含多音字母或多音字母组合，需教研确认
thank gqoodness,thankgqoodness,th|a|n|k|g|q|oo|d|n|e|s|s,待复核|待复核|/n/|/k/|待复核|/kw/|待复核|/d/|/n/|待复核|待复核|待复核,grapheme:th|letter:a|letter:n|letter:k|letter:g|letter:q|grapheme:oo|letter:d|letter:n|letter:e|letter:s|letter:s,needs_review,low,含多音字母或多音字母组合，需教研确认
thanks,thanks,th|a|n|k|s,待复核|待复核|/n/|/k/|待复核,grapheme:th|letter:a|letter:n|letter:k|letter:s,needs_review,low,含多音字母或多音字母组合，需教研确认
Thanksgiving,thanksgiving,th|a|n|k|s|g|i|v|i|ng,待复核|待复核|/n/|/k/|待复核|待复核|待复核|/v/|待复核|/ŋ/,grapheme:th|letter:a|letter:n|letter:k|letter:s|letter:g|letter:i|letter:v|letter:i|grapheme:ng,needs_review,low,含多音字母或多音字母组合，需教研确认
thanks to,thanksto,th|a|n|k|s|t|o,待复核|待复核|/n/|/k/|待复核|/t/|待复核,grapheme:th|letter:a|letter:n|letter:k|letter:s|letter:t|letter:o,needs_review,low,含多音字母或多音字母组合，需教研确认
The active voice,theactivevoice,th|ea|c|t|i|v|e|v|oi|c|e,待复核|待复核|待复核|/t/|待复核|/v/|待复核|/v/|/ɔɪ/|待复核|silent,grapheme:th|grapheme:ea|letter:c|letter:t|letter:i|letter:v|letter:e|letter:v|grapheme:oi|letter:c|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
The Adventures of Tom Samyer,theadventuresoftomsamyer,th|ea|d|v|e|n|t|ur|e|s|o|f|t|o|m|s|a|m|y|er,待复核|待复核|/d/|/v/|待复核|/n/|/t/|/ɜː/|待复核|待复核|待复核|/f/|/t/|待复核|/m/|待复核|待复核|/m/|待复核|/ə/,grapheme:th|grapheme:ea|letter:d|letter:v|letter:e|letter:n|letter:t|grapheme:ur|letter:e|letter:s|letter:o|letter:f|letter:t|letter:o|letter:m|letter:s|letter:a|letter:m|letter:y|grapheme:er,needs_review,low,含多音字母或多音字母组合，需教研确认
The Adventures of Tom Sawyer,theadventuresoftomsawyer,th|ea|d|v|e|n|t|ur|e|s|o|f|t|o|m|s|a|w|y|er,待复核|待复核|/d/|/v/|待复核|/n/|/t/|/ɜː/|待复核|待复核|待复核|/f/|/t/|待复核|/m/|待复核|待复核|/w/|待复核|/ə/,grapheme:th|grapheme:ea|letter:d|letter:v|letter:e|letter:n|letter:t|grapheme:ur|letter:e|letter:s|letter:o|letter:f|letter:t|letter:o|letter:m|letter:s|letter:a|letter:w|letter:y|grapheme:er,needs_review,low,含多音字母或多音字母组合，需教研确认
the Andes,theandes,th|ea|n|d|e|s,待复核|待复核|/n/|/d/|待复核|待复核,grapheme:th|grapheme:ea|letter:n|letter:d|letter:e|letter:s,needs_review,low,含多音字母或多音字母组合，需教研确认
the Arctic,thearctic,th|ear|c|t|i|c,待复核|待复核|待复核|/t/|待复核|待复核,grapheme:th|grapheme:ear|letter:c|letter:t|letter:i|letter:c,needs_review,low,含多音字母或多音字母组合，需教研确认
theatre,theatre,th|ea|t|r|e,待复核|待复核|/t/|/r/|silent,grapheme:th|grapheme:ea|letter:t|letter:r|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
the British Museum,thebritishmuseum,th|e|b|r|i|t|i|sh|m|u|s|e|u|m,待复核|待复核|/b/|/r/|待复核|/t/|待复核|/ʃ/|/m/|待复核|待复核|待复核|待复核|/m/,grapheme:th|letter:e|letter:b|letter:r|letter:i|letter:t|letter:i|grapheme:sh|letter:m|letter:u|letter:s|letter:e|letter:u|letter:m,needs_review,low,含多音字母或多音字母组合，需教研确认
the Bund,thebund,th|e|b|u|n|d,待复核|待复核|/b/|待复核|/n/|/d/,grapheme:th|letter:e|letter:b|letter:u|letter:n|letter:d,needs_review,low,含多音字母或多音字母组合，需教研确认
the Carnival in Brazil,thecarnivalinbrazil,th|e|c|ar|n|i|v|a|l|i|n|b|r|a|z|i|l,待复核|待复核|待复核|/ɑː/|/n/|待复核|/v/|待复核|/l/|待复核|/n/|/b/|/r/|待复核|/z/|待复核|/l/,grapheme:th|letter:e|letter:c|grapheme:ar|letter:n|letter:i|letter:v|letter:a|letter:l|letter:i|letter:n|letter:b|letter:r|letter:a|letter:z|letter:i|letter:l,needs_review,low,含多音字母或多音字母组合，需教研确认
the Communist Party of China,thecommunistpartyofchina,th|e|c|o|m|m|u|n|i|s|t|p|ar|t|y|o|f|ch|i|n|a,待复核|待复核|待复核|待复核|/m/|/m/|待复核|/n/|待复核|待复核|/t/|/p/|/ɑː/|/t/|待复核|待复核|/f/|/tʃ/|待复核|/n/|待复核,grapheme:th|letter:e|letter:c|letter:o|letter:m|letter:m|letter:u|letter:n|letter:i|letter:s|letter:t|letter:p|grapheme:ar|letter:t|letter:y|letter:o|letter:f|grapheme:ch|letter:i|letter:n|letter:a,needs_review,low,含多音字母或多音字母组合，需教研确认
the couple(,thecouple,th|e|c|ou|p|l|e,待复核|待复核|待复核|待复核|/p/|/l/|silent,grapheme:th|letter:e|letter:c|grapheme:ou|letter:p|letter:l|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
the Declaration of Independence《,thedeclarationofindependence,th|e|d|e|c|l|ar|a|t|i|o|n|o|f|i|n|d|e|p|e|n|d|e|n|c|e,待复核|待复核|/d/|待复核|待复核|/l/|/ɑː/|待复核|/t/|待复核|待复核|/n/|待复核|/f/|待复核|/n/|/d/|待复核|/p/|待复核|/n/|/d/|待复核|/n/|待复核|silent,grapheme:th|letter:e|letter:d|letter:e|letter:c|letter:l|grapheme:ar|letter:a|letter:t|letter:i|letter:o|letter:n|letter:o|letter:f|letter:i|letter:n|letter:d|letter:e|letter:p|letter:e|letter:n|letter:d|letter:e|letter:n|letter:c|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
the Double Ninth Festival,thedoubleninthfestival,th|e|d|ou|b|l|e|n|i|n|th|f|e|s|t|i|v|a|l,待复核|待复核|/d/|待复核|/b/|/l/|待复核|/n/|待复核|/n/|待复核|/f/|待复核|待复核|/t/|待复核|/v/|待复核|/l/,grapheme:th|letter:e|letter:d|grapheme:ou|letter:b|letter:l|letter:e|letter:n|letter:i|letter:n|grapheme:th|letter:f|letter:e|letter:s|letter:t|letter:i|letter:v|letter:a|letter:l,needs_review,low,含多音字母或多音字母组合，需教研确认
the Eiffel Tower,theeiffeltower,th|ee|i|f|f|e|l|t|ow|er,待复核|/iː/|待复核|/f/|/f/|待复核|/l/|/t/|待复核|/ə/,grapheme:th|grapheme:ee|letter:i|letter:f|letter:f|letter:e|letter:l|letter:t|grapheme:ow|grapheme:er,needs_review,low,含多音字母或多音字母组合，需教研确认
the elderly,theelderly,th|ee|l|d|er|l|y,待复核|/iː/|/l/|/d/|/ə/|/l/|待复核,grapheme:th|grapheme:ee|letter:l|letter:d|grapheme:er|letter:l|letter:y,needs_review,low,含多音字母或多音字母组合，需教研确认
The Final Problem《,thefinalproblem,th|e|f|i|n|a|l|p|r|o|b|l|e|m,待复核|待复核|/f/|待复核|/n/|待复核|/l/|/p/|/r/|待复核|/b/|/l/|待复核|/m/,grapheme:th|letter:e|letter:f|letter:i|letter:n|letter:a|letter:l|letter:p|letter:r|letter:o|letter:b|letter:l|letter:e|letter:m,needs_review,low,含多音字母或多音字母组合，需教研确认
the finishing line,thefinishingline,th|e|f|i|n|i|sh|i|ng|l|i|n|e,待复核|待复核|/f/|待复核|/n/|待复核|/ʃ/|待复核|/ŋ/|/l/|待复核|/n/|silent,grapheme:th|letter:e|letter:f|letter:i|letter:n|letter:i|grapheme:sh|letter:i|grapheme:ng|letter:l|letter:i|letter:n|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
the food chain,thefoodchain,th|e|f|oo|d|ch|ai|n,待复核|待复核|/f/|待复核|/d/|/tʃ/|/eɪ/|/n/,grapheme:th|letter:e|letter:f|grapheme:oo|letter:d|grapheme:ch|grapheme:ai|letter:n,needs_review,low,含多音字母或多音字母组合，需教研确认
the Forbidden City,theforbiddencity,th|e|f|or|b|i|d|d|e|n|c|i|t|y,待复核|待复核|/f/|/ɔː/|/b/|待复核|/d/|/d/|待复核|/n/|待复核|待复核|/t/|待复核,grapheme:th|letter:e|letter:f|grapheme:or|letter:b|letter:i|letter:d|letter:d|letter:e|letter:n|letter:c|letter:i|letter:t|letter:y,needs_review,low,含多音字母或多音字母组合，需教研确认
the general public,thegeneralpublic,th|e|g|e|n|er|a|l|p|u|b|l|i|c,待复核|待复核|待复核|待复核|/n/|/ə/|待复核|/l/|/p/|待复核|/b/|/l/|待复核|待复核,grapheme:th|letter:e|letter:g|letter:e|letter:n|grapheme:er|letter:a|letter:l|letter:p|letter:u|letter:b|letter:l|letter:i|letter:c,needs_review,low,含多音字母或多音字母组合，需教研确认
the Globe Theatre,theglobetheatre,th|e|g|l|o|b|e|th|ea|t|r|e,待复核|待复核|待复核|/l/|待复核|/b/|待复核|待复核|待复核|/t/|/r/|silent,grapheme:th|letter:e|letter:g|letter:l|letter:o|letter:b|letter:e|grapheme:th|grapheme:ea|letter:t|letter:r|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
the Gobi Desert,thegobidesert,th|e|g|o|b|i|d|e|s|er|t,待复核|待复核|待复核|待复核|/b/|待复核|/d/|待复核|待复核|/ə/|/t/,grapheme:th|letter:e|letter:g|letter:o|letter:b|letter:i|letter:d|letter:e|letter:s|grapheme:er|letter:t,needs_review,low,含多音字母或多音字母组合，需教研确认
the Grand Canal,thegrandcanal,th|e|g|r|a|n|d|c|a|n|a|l,待复核|待复核|待复核|/r/|待复核|/n/|/d/|待复核|待复核|/n/|待复核|/l/,grapheme:th|letter:e|letter:g|letter:r|letter:a|letter:n|letter:d|letter:c|letter:a|letter:n|letter:a|letter:l,needs_review,low,含多音字母或多音字母组合，需教研确认
the Great Barrier Reef,thegreatbarrierreef,th|e|g|r|ea|t|b|ar|r|i|er|r|ee|f,待复核|待复核|待复核|/r/|待复核|/t/|/b/|/ɑː/|/r/|待复核|/ə/|/r/|/iː/|/f/,grapheme:th|letter:e|letter:g|letter:r|grapheme:ea|letter:t|letter:b|grapheme:ar|letter:r|letter:i|grapheme:er|letter:r|grapheme:ee|letter:f,needs_review,low,含多音字母或多音字母组合，需教研确认
the Great Pyramid,thegreatpyramid,th|e|g|r|ea|t|p|y|r|a|m|i|d,待复核|待复核|待复核|/r/|待复核|/t/|/p/|待复核|/r/|待复核|/m/|待复核|/d/,grapheme:th|letter:e|letter:g|letter:r|grapheme:ea|letter:t|letter:p|letter:y|letter:r|letter:a|letter:m|letter:i|letter:d,needs_review,low,含多音字母或多音字母组合，需教研确认
the Great Pyramids,thegreatpyramids,th|e|g|r|ea|t|p|y|r|a|m|i|d|s,待复核|待复核|待复核|/r/|待复核|/t/|/p/|待复核|/r/|待复核|/m/|待复核|/d/|待复核,grapheme:th|letter:e|letter:g|letter:r|grapheme:ea|letter:t|letter:p|letter:y|letter:r|letter:a|letter:m|letter:i|letter:d|letter:s,needs_review,low,含多音字母或多音字母组合，需教研确认
the Great Wall,thegreatwall,th|e|g|r|ea|t|w|a|l|l,待复核|待复核|待复核|/r/|待复核|/t/|/w/|待复核|/l/|/l/,grapheme:th|letter:e|letter:g|letter:r|grapheme:ea|letter:t|letter:w|letter:a|letter:l|letter:l,needs_review,low,含多音字母或多音字母组合，需教研确认
the greenhouse effect,thegreenhouseeffect,th|e|g|r|ee|n|h|ou|s|ee|f|f|e|c|t,待复核|待复核|待复核|/r/|/iː/|/n/|/h/|待复核|待复核|/iː/|/f/|/f/|待复核|待复核|/t/,grapheme:th|letter:e|letter:g|letter:r|grapheme:ee|letter:n|letter:h|grapheme:ou|letter:s|grapheme:ee|letter:f|letter:f|letter:e|letter:c|letter:t,needs_review,low,含多音字母或多音字母组合，需教研确认
the Indian Ocean,theindianocean,th|e|i|n|d|i|a|n|o|c|ea|n,待复核|待复核|待复核|/n/|/d/|待复核|待复核|/n/|待复核|待复核|待复核|/n/,grapheme:th|letter:e|letter:i|letter:n|letter:d|letter:i|letter:a|letter:n|letter:o|letter:c|grapheme:ea|letter:n,needs_review,low,含多音字母或多音字母组合，需教研确认
theirs,theirs,th|e|ir|s,待复核|待复核|/ɜː/|待复核,grapheme:th|letter:e|grapheme:ir|letter:s,needs_review,low,含多音字母或多音字母组合，需教研确认
the Lantern Festival,thelanternfestival,th|e|l|a|n|t|er|n|f|e|s|t|i|v|a|l,待复核|待复核|/l/|待复核|/n/|/t/|/ə/|/n/|/f/|待复核|待复核|/t/|待复核|/v/|待复核|/l/,grapheme:th|letter:e|letter:l|letter:a|letter:n|letter:t|grapheme:er|letter:n|letter:f|letter:e|letter:s|letter:t|letter:i|letter:v|letter:a|letter:l,needs_review,low,含多音字母或多音字母组合，需教研确认
The Little Match Girl 《,thelittlematchgirl,th|e|l|i|t|t|l|e|m|a|tch|g|ir|l,待复核|待复核|/l/|待复核|/t/|/t/|/l/|待复核|/m/|待复核|/tʃ/|待复核|/ɜː/|/l/,grapheme:th|letter:e|letter:l|letter:i|letter:t|letter:t|letter:l|letter:e|letter:m|letter:a|grapheme:tch|letter:g|grapheme:ir|letter:l,needs_review,low,含多音字母或多音字母组合，需教研确认
The Little Prince《,thelittleprince,th|e|l|i|t|t|l|e|p|r|i|n|c|e,待复核|待复核|/l/|待复核|/t/|/t/|/l/|待复核|/p/|/r/|待复核|/n/|待复核|silent,grapheme:th|letter:e|letter:l|letter:i|letter:t|letter:t|letter:l|letter:e|letter:p|letter:r|letter:i|letter:n|letter:c|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
